id,name,category_id,sku,price
prod_1004,"Ceramic Sensor 3/4""",cat_119,SKU-CER-SEN-34,458.16
prod_1005,Precision Washer 25mm Assembly,cat_200,SKU-PRE-WAS-25MM,49.49
prod_1006,"Analog Motor 3/8"" Module",cat_060,SKU-ANA-MOT-38,3.24
prod_1007,Heavy-Duty Bolt M20 Module,cat_053,SKU-HEA-BOL-M20,45.51
prod_1008,Stainless Washer 10mm,cat_119,SKU-STA-WAS-10MM,17.98
prod_1009,Galvanized Gauge B Pack,cat_086,SKU-GAL-GAU-B,35.55
prod_1010,Galvanized Sensor 100mm System,cat_022,SKU-GAL-SEN-100MM,435.87
prod_1011,Ultra Fitting 10mm,cat_179,SKU-ULT-FIT-10MM,8.01
prod_1012,"Digital Pump 1/2""",cat_093,SKU-DIG-PUM-12,35.98
prod_1013,"Compact Rod 1/4""",cat_113,SKU-COM-ROD-14,1185.25
prod_1014,"Industrial Ring 3/4"" Kit",cat_027,SKU-IND-RIN-34,390.31
prod_1015,Industrial Seal 100mm Kit,cat_079,SKU-IND-SEA-100MM,134.89
prod_1016,Industrial Filter SM Pack,cat_087,SKU-IND-FIL-SM,22.58
prod_1017,Heavy-Duty Wire M12,cat_056,SKU-HEA-WIR-M12,4082.39
prod_1018,"Economy Wire 1/4""",cat_137,SKU-ECO-WIR-14,419.43
prod_1019,Chrome Tube 50mm Assembly,cat_010,SKU-CHR-TUB-50MM,30.75
prod_1020,Carbon Screw M6 Module,cat_073,SKU-CAR-SCR-M6,324.19
prod_1021,Industrial Hose M16,cat_110,SKU-IND-HOS-M16,7.24
prod_1022,Professional Spring M6,cat_171,SKU-PRO-SPR-M6,37.32
prod_1023,Compact Fuse 100mm,cat_060,SKU-COM-FUS-100MM,49.28
prod_1024,Chrome Plate XL Kit,cat_145,SKU-CHR-PLA-XL,491.74
prod_1025,Titanium Clamp C Kit,cat_023,SKU-TIT-CLA-C,3186.81
prod_1026,Premium Screw M8 Set,cat_079,SKU-PRE-SCR-M8,39.02
prod_1027,Chrome Bearing LG Unit,cat_025,SKU-CHR-BEA-LG,165.39
prod_1028,Heavy-Duty Relay C Kit,cat_060,SKU-HEA-REL-C,30.98
prod_1029,Carbon Gear,cat_044,SKU-CAR-GEA,34.6
prod_1030,Compact Cable M16,cat_093,SKU-COM-CAB-M16,205.38
prod_1031,Electric Gear HP-100,cat_162,SKU-ELE-GEA-HP100,9.81
prod_1032,Standard Bracket A Unit,cat_102,SKU-STA-BRA-A,2.61
prod_1033,Compact Hose M10,cat_008,SKU-COM-HOS-M10,78.69
prod_1034,Premium Fitting M16 Pack,cat_078,SKU-PRE-FIT-M16,3820.99
prod_1035,Hydraulic Sensor M10,cat_018,SKU-HYD-SEN-M10,116.68
prod_1036,"Compact Plate 3/4"" Module",cat_069,SKU-COM-PLA-34,35.09
prod_1037,"Professional Gauge 3/8""",cat_138,SKU-PRO-GAU-38,13.96
prod_1038,"Precision Seal 3/4"" Module",cat_026,SKU-PRE-SEA-34,3852.77
prod_1039,Pneumatic Screw M8,cat_021,SKU-PNE-SCR-M8,327.21
prod_1040,Ultra Relay 100mm Kit,cat_162,SKU-ULT-REL-100MM,9.57
prod_1041,Professional Hose M12 Pack,cat_170,SKU-PRO-HOS-M12,4175.16
prod_1042,Pneumatic Clamp C Unit,cat_134,SKU-PNE-CLA-C,26.84
prod_1043,"Digital Timer 3/8"" Module",cat_022,SKU-DIG-TIM-38,15.32
prod_1044,Electric Clamp,cat_102,SKU-ELE-CLA,15.85
prod_1045,"Premium Bolt 1"" Kit",cat_099,SKU-PRE-BOL-1,48.57
prod_1046,Premium Gear HP-200 Module,cat_164,SKU-PRE-GEA-HP200,31.7
prod_1047,Industrial Bearing M20 Module,cat_190,SKU-IND-BEA-M20,471.95
prod_1048,Compact Tube 25mm System,cat_010,SKU-COM-TUB-25MM,371.18
prod_1049,"Pneumatic Meter 1"" Set",cat_036,SKU-PNE-MET-1,63.21
prod_1050,Industrial Switch M6 Set,cat_141,SKU-IND-SWI-M6,32.49
prod_1051,Titanium Bearing M16,cat_182,SKU-TIT-BEA-M16,62.01
prod_1052,Professional Pump M8 Unit,cat_175,SKU-PRO-PUM-M8,22.97
prod_1053,Industrial Relay HP-500 Kit,cat_064,SKU-IND-REL-HP500,45.41
prod_1054,Digital Cable M12,cat_194,SKU-DIG-CAB-M12,191.31
prod_1055,Industrial Rod A Module,cat_195,SKU-IND-ROD-A,40.97
prod_1056,Hydraulic Wire D Kit,cat_083,SKU-HYD-WIR-D,9.29
prod_1057,"Economy Cable 3/8"" Assembly",cat_140,SKU-ECO-CAB-38,27.77
prod_1058,Ultra Washer A Module,cat_167,SKU-ULT-WAS-A,4551.19
prod_1059,Digital Plate M16,cat_149,SKU-DIG-PLA-M16,278.91
prod_1060,Electric Bracket M12 Kit,cat_077,SKU-ELE-BRA-M12,47.64
prod_1061,Hydraulic Meter D Set,cat_080,SKU-HYD-MET-D,26.49
prod_1062,Ceramic Motor M8,cat_002,SKU-CER-MOT-M8,4403.44
prod_1063,Chrome Seal D,cat_105,SKU-CHR-SEA-D,306.42
prod_1064,Hydraulic Pump HP-100 Kit,cat_166,SKU-HYD-PUM-HP100,41.33
prod_1065,Stainless Relay System,cat_008,SKU-STA-REL,16.21
prod_1066,Titanium Gear C,cat_071,SKU-TIT-GEA-C,267.25
prod_1067,"Industrial Tube 1"" Module",cat_113,SKU-IND-TUB-1,21.28
prod_1068,Chrome Screw 10mm,cat_182,SKU-CHR-SCR-10MM,3.84
prod_1069,"Precision Washer 3/8"" System",cat_135,SKU-PRE-WAS-38,43.93
prod_1070,Premium Sensor XL Kit,cat_105,SKU-PRE-SEN-XL,71.37
prod_1071,Titanium Bracket M12,cat_089,SKU-TIT-BRA-M12,13.48
prod_1072,Chrome Cable SM Set,cat_008,SKU-CHR-CAB-SM,39.59
prod_1073,Carbon Relay HP-200,cat_128,SKU-CAR-REL-HP200,2.58
prod_1074,Titanium Tube M16 Kit,cat_172,SKU-TIT-TUB-M16,156.18
prod_1075,Hydraulic Plate M6 Kit,cat_069,SKU-HYD-PLA-M6,436.49
prod_1076,"Professional Filter 1""",cat_012,SKU-PRO-FIL-1,9.27
prod_1077,"Analog Timer 1/2""",cat_102,SKU-ANA-TIM-12,13.07
prod_1078,Hydraulic Ring M16 Module,cat_091,SKU-HYD-RIN-M16,54.49
prod_1079,Standard Screw 10mm Unit,cat_085,SKU-STA-SCR-10MM,465.72
prod_1080,Ultra Bearing D Pack,cat_131,SKU-ULT-BEA-D,290.45
prod_1081,Economy Nut 50mm Set,cat_126,SKU-ECO-NUT-50MM,28.38
prod_1082,Standard Fuse HP-100,cat_153,SKU-STA-FUS-HP100,40.33
prod_1083,Titanium Bracket M20 System,cat_108,SKU-TIT-BRA-M20,246.55
prod_1084,Titanium Clamp HP-500,cat_072,SKU-TIT-CLA-HP500,9.93
prod_1085,Standard Seal 100mm Set,cat_120,SKU-STA-SEA-100MM,428.89
prod_1086,Heavy-Duty Pump 25mm,cat_181,SKU-HEA-PUM-25MM,7.36
prod_1087,Analog Fuse C,cat_043,SKU-ANA-FUS-C,34.06
prod_1088,Pneumatic Fitting A Set,cat_038,SKU-PNE-FIT-A,12.92
prod_1089,"Titanium Valve 1"" Module",cat_046,SKU-TIT-VAL-1,40.41
prod_1090,Pneumatic Motor 50mm Set,cat_095,SKU-PNE-MOT-50MM,39.2
prod_1091,"Premium Fuse 1/4""",cat_156,SKU-PRE-FUS-14,49.38
prod_1092,Standard Filter Pack,cat_126,SKU-STA-FIL,41.22
prod_1093,Precision Plate C,cat_051,SKU-PRE-PLA-C,372.27
prod_1094,"Digital Wire 1/2""",cat_163,SKU-DIG-WIR-12,26.32
prod_1095,Ceramic Relay,cat_053,SKU-CER-REL,629.9
prod_1096,Stainless Washer M12 Assembly,cat_089,SKU-STA-WAS-M12,2726.9
prod_1097,Ultra Meter 10mm Unit,cat_170,SKU-ULT-MET-10MM,48.05
prod_1098,Standard Clamp M6,cat_057,SKU-STA-CLA-M6,165.5
prod_1099,Galvanized Tube XL Module,cat_128,SKU-GAL-TUB-XL,46.99
prod_1100,Carbon Valve HP-500 Kit,cat_107,SKU-CAR-VAL-HP500,241.76
prod_1101,Titanium Filter D Set,cat_014,SKU-PRE-WAS-M20,10.79
prod_1102,Electric Pump 25mm Module,cat_161,SKU-ELE-PUM-25MM,154.51
prod_1103,Electric Spring M10,cat_068,SKU-ELE-SPR-M10,23.73
prod_1104,Compact Ring Set,cat_134,SKU-COM-RIN,475.2
prod_1105,"Stainless Bearing 3/4"" System",cat_052,SKU-STA-BEA-34,18.65
prod_1106,Analog Screw 25mm,cat_035,SKU-ANA-SCR-25MM,9.18
prod_1107,"Heavy-Duty Spring 1/2""",cat_060,SKU-HEA-SPR-12,32.52
prod_1108,Stainless Nut,cat_020,SKU-STA-NUT,18.82
prod_1109,Ceramic Switch LG,cat_137,SKU-CER-SWI-LG,424.66
prod_1110,Standard Tube M16,cat_126,SKU-STA-TUB-M16,15.65
prod_1111,"Economy Pump 2""",cat_082,SKU-ECO-PUM-2,23
prod_1112,Standard Relay 25mm Set,cat_163,SKU-STA-REL-25MM,20.57
prod_1113,Premium Fuse M20 Module,cat_080,SKU-PRE-FUS-M20,375.03
prod_1114,Heavy-Duty Gear HP-100,cat_129,SKU-HEA-GEA-HP100,14.59
prod_1115,"Hydraulic Clamp 1/2"" Kit",cat_142,SKU-HYD-CLA-12,8.96
prod_1116,Chrome Hose HP-500,cat_194,SKU-CHR-HOS-HP500,47.04
prod_1117,Electric Cable 100mm System,cat_060,SKU-ELE-CAB-100MM,20.65
prod_1118,Economy Bolt 10mm,cat_062,SKU-ECO-BOL-10MM,2819.54
prod_1119,Industrial Washer A,cat_136,SKU-IND-WAS-A,16.62
prod_1120,Electric Bracket M20,cat_072,SKU-ELE-BRA-M20,41.24
prod_1121,Ultra Meter,cat_133,SKU-ULT-MET,47.4
prod_1122,Electric Pump D Kit,cat_157,SKU-ELE-PUM-D,226.05
prod_1123,"Stainless Seal 1/4""",cat_156,SKU-STA-SEA-14,3682.6
prod_1124,Compact Ring M10 Set,cat_160,SKU-COM-RIN-M10,357.53
prod_1125,Standard Sensor System,cat_139,SKU-STA-SEN,49.39
prod_1126,Electric Spring HP-200 Kit,cat_121,SKU-ELE-SPR-HP200,2154.15
prod_1127,Stainless Fitting A Module,cat_148,SKU-STA-FIT-A,33.29
prod_1128,Electric Rod M8,cat_018,SKU-ELE-ROD-M8,21.39
prod_1129,Titanium Nut XL System,cat_109,SKU-TIT-NUT-XL,3834.7
prod_1130,Digital Fitting M10 Set,cat_147,SKU-DIG-FIT-M10,10.51
prod_1131,Hydraulic Clamp SM Kit,cat_069,SKU-HYD-CLA-SM,1289.96
prod_1132,Compact Plate LG Assembly,cat_068,SKU-COM-PLA-LG,18.95
prod_1133,"Pneumatic Cable 1/4""",cat_120,SKU-PNE-CAB-14,11.07
prod_1134,Premium Wire 100mm Module,cat_115,SKU-PRE-WIR-100MM,18.89
prod_1135,Industrial Fitting HP-100 Kit,cat_138,SKU-IND-FIT-HP100,17.38
prod_1136,Ceramic Rod LG Assembly,cat_052,SKU-CER-ROD-LG,3.81
prod_1137,Pneumatic Gear 10mm Unit,cat_163,SKU-PNE-GEA-10MM,3082.45
prod_1138,Premium Tube HP-100 Kit,cat_105,SKU-PRE-TUB-HP100,180.19
prod_1139,Stainless Nut M12,cat_004,SKU-STA-NUT-M12,811.8
prod_1140,Standard Pump M10 Set,cat_001,SKU-STA-PUM-M10,19.61
prod_1141,Carbon Plate D Assembly,cat_156,SKU-CAR-PLA-D,28.02
prod_1142,Economy Plate HP-200,cat_077,SKU-ECO-PLA-HP200,13.2
prod_1143,Titanium Gauge LG,cat_106,SKU-TIT-GAU-LG,49.82
prod_1144,Hydraulic Nut M8 Unit,cat_088,SKU-HYD-NUT-M8,16.49
prod_1145,Premium Timer 10mm,cat_092,SKU-PRE-TIM-10MM,27.44
prod_1146,Hydraulic Motor M12,cat_003,SKU-HYD-MOT-M12,201.37
prod_1147,Galvanized Filter HP-100,cat_185,SKU-GAL-FIL-HP100,32.9
prod_1148,Ceramic Wire 50mm,cat_188,SKU-CER-WIR-50MM,23.5
prod_1149,Economy Tube SM Assembly,cat_144,SKU-ECO-TUB-SM,46.64
prod_1150,Hydraulic Gear Unit,cat_037,SKU-HYD-GEA,288.19
prod_1151,Economy Timer SM,cat_169,SKU-ECO-TIM-SM,29.01
prod_1152,Chrome Plate A Pack,cat_042,SKU-CHR-PLA-A,40.47
prod_1153,Heavy-Duty Screw LG Kit,cat_037,SKU-HEA-SCR-LG,12.98
prod_1154,Ceramic Pump 50mm,cat_122,SKU-CER-PUM-50MM,37.81
prod_1155,Stainless Seal 100mm Pack,cat_104,SKU-STA-SEA-100MM,117.18
prod_1156,Heavy-Duty Pump HP-500 System,cat_074,SKU-HEA-PUM-HP500,374.4
prod_1157,Electric Bearing 50mm Pack,cat_090,SKU-ELE-BEA-50MM,48.61
prod_1158,Professional Rod A,cat_057,SKU-PRO-ROD-A,23.47
prod_1159,Ultra Seal 10mm Kit,cat_180,SKU-ULT-SEA-10MM,35.96
prod_1160,Ceramic Bracket 100mm Assembly,cat_194,SKU-CER-BRA-100MM,38.91
prod_1161,Stainless Nut A Module,cat_169,SKU-STA-NUT-A,448.45
prod_1162,Chrome Cable SM Assembly,cat_144,SKU-CHR-CAB-SM,189.31
prod_1163,"Hydraulic Pin 2""",cat_025,SKU-HYD-PIN-2,41.24
prod_1164,Industrial Plate XL Unit,cat_045,SKU-IND-PLA-XL,1627.2
prod_1165,Titanium Pin Unit,cat_043,SKU-TIT-PIN,15.03
prod_1166,Digital Motor HP-500,cat_051,SKU-DIG-MOT-HP500,338.29
prod_1167,Digital Gauge M8 Set,cat_088,SKU-DIG-GAU-M8,372.63
prod_1168,Premium Switch 25mm Assembly,cat_184,SKU-PRE-SWI-25MM,234.69
prod_1169,"Professional Clamp 3/8""",cat_091,SKU-PRO-CLA-38,22.81
prod_1170,Ceramic Valve M16,cat_139,SKU-CER-VAL-M16,42.17
prod_1171,Galvanized Ring A,cat_038,SKU-GAL-RIN-A,14.58
prod_1172,Carbon Hose A,cat_139,SKU-CAR-HOS-A,1.18
prod_1173,Precision Bearing SM,cat_102,SKU-PRE-BEA-SM,318.66
prod_1174,"Premium Motor 1/2"" Kit",cat_117,SKU-PRE-MOT-12,4080.08
prod_1175,Pneumatic Seal D Assembly,cat_010,SKU-PNE-SEA-D,334.79
prod_1176,"Titanium Valve 1""",cat_108,SKU-TIT-VAL-1,48.82
prod_1177,Analog Filter M8 Module,cat_033,SKU-ANA-FIL-M8,37.6
prod_1178,Precision Switch M16,cat_047,SKU-PRE-SWI-M16,32.14
prod_1179,Professional Washer 100mm Set,cat_025,SKU-PRO-WAS-100MM,41.51
prod_1180,Precision Rod HP-200,cat_106,SKU-PRE-ROD-HP200,359.43
prod_1181,Industrial Hose M8 Unit,cat_179,SKU-IND-HOS-M8,29.17
prod_1182,Economy Seal XL Set,cat_125,SKU-ECO-SEA-XL,163.77
prod_1183,Digital Spring XL,cat_031,SKU-DIG-SPR-XL,323.76
prod_1184,Stainless Sensor HP-200 Module,cat_195,SKU-STA-SEN-HP200,1797.41
prod_1185,Precision Pin XL,cat_185,SKU-PRE-PIN-XL,3.91
prod_1186,Premium Screw HP-200,cat_003,SKU-PRE-SCR-HP200,19
prod_1187,Pneumatic Rod D Assembly,cat_015,SKU-PNE-ROD-D,280.01
prod_1188,Stainless Sensor M20 Set,cat_193,SKU-STA-SEN-M20,0.85
prod_1189,Stainless Motor XL Kit,cat_101,SKU-STA-MOT-XL,43.35
prod_1190,"Electric Rod 1"" Unit",cat_037,SKU-ELE-ROD-1,4138.56
prod_1191,Electric Gear M10 Kit,cat_122,SKU-ELE-GEA-M10,390.09
prod_1192,"Ultra Hose 3/4""",cat_161,SKU-ULT-HOS-34,45.6
prod_1193,Digital Seal HP-100,cat_174,SKU-DIG-SEA-HP100,44.24
prod_1194,Galvanized Wire M6 Pack,cat_127,SKU-GAL-WIR-M6,201.56
prod_1195,Digital Rod 10mm Kit,cat_022,SKU-DIG-ROD-10MM,219.94
prod_1196,Electric Gear HP-500 System,cat_045,SKU-ELE-GEA-HP500,318.77
prod_1197,Industrial Screw C System,cat_083,SKU-IND-SCR-C,2698.24
prod_1198,"Ultra Spring 1/2"" Kit",cat_144,SKU-ULT-SPR-12,205.74
prod_1199,Economy Hose M20 Set,cat_139,SKU-ECO-HOS-M20,48.04
prod_1200,Compact Plate M10 Unit,cat_091,SKU-COM-PLA-M10,26.3
prod_1201,Digital Gauge HP-100 Kit,cat_183,SKU-PRE-HOS-38,21.09
prod_1202,Precision Wire SM Pack,cat_114,SKU-PRE-WIR-SM,3228.66
prod_1203,"Titanium Cable 1""",cat_158,SKU-TIT-CAB-1,5.39
prod_1204,Industrial Bracket M8,cat_153,SKU-IND-BRA-M8,424.88
prod_1205,Standard Washer HP-100,cat_058,SKU-STA-WAS-HP100,30.43
prod_1206,Pneumatic Wire 10mm Set,cat_086,SKU-PNE-WIR-10MM,22.47
prod_1207,Premium Ring D,cat_040,SKU-PRE-RIN-D,2.53
prod_1208,Digital Clamp M6,cat_044,SKU-DIG-CLA-M6,40.51
prod_1209,Ceramic Bracket HP-500 System,cat_021,SKU-CER-BRA-HP500,13.48
prod_1210,"Ceramic Valve 3/8"" Kit",cat_018,SKU-CER-VAL-38,6.46
prod_1211,"Stainless Bracket 2"" Module",cat_043,SKU-STA-BRA-2,3861.65
prod_1212,Economy Fitting LG Kit,cat_034,SKU-ECO-FIT-LG,0.32
prod_1213,Professional Wire,cat_122,SKU-PRO-WIR,29.04
prod_1214,Compact Washer D,cat_118,SKU-COM-WAS-D,2816.86
prod_1215,Professional Relay 50mm,cat_062,SKU-PRO-REL-50MM,3284.35
prod_1216,Economy Washer A,cat_085,SKU-ECO-WAS-A,349.68
prod_1217,Stainless Cable 50mm,cat_088,SKU-STA-CAB-50MM,8.63
prod_1218,Electric Pin D Assembly,cat_105,SKU-ELE-PIN-D,446.19
prod_1219,Precision Screw 50mm Kit,cat_158,SKU-PRE-SCR-50MM,2.04
prod_1220,Heavy-Duty Wire A,cat_077,SKU-HEA-WIR-A,45.84
prod_1221,Digital Valve M10,cat_170,SKU-DIG-VAL-M10,17.98
prod_1222,"Economy Fuse 2""",cat_141,SKU-ECO-FUS-2,34.94
prod_1223,Heavy-Duty Pump 100mm Set,cat_134,SKU-HEA-PUM-100MM,334.09
prod_1224,"Professional Seal 1""",cat_138,SKU-PRO-SEA-1,28.51
prod_1225,Digital Sensor 100mm,cat_023,SKU-DIG-SEN-100MM,38.01
prod_1226,Standard Bracket D Assembly,cat_141,SKU-STA-BRA-D,24.97
prod_1227,Ceramic Fitting B,cat_035,SKU-CER-FIT-B,38.28
prod_1228,Galvanized Valve SM Module,cat_065,SKU-GAL-VAL-SM,348.28
prod_1229,"Professional Motor 3/8"" Kit",cat_167,SKU-PRO-MOT-38,21.78
prod_1230,Premium Pin 100mm,cat_134,SKU-PRE-PIN-100MM,2.2
prod_1231,Industrial Bolt LG,cat_187,SKU-IND-BOL-LG,28.55
prod_1232,"Stainless Switch 1/2""",cat_078,SKU-STA-SWI-12,14.71
prod_1233,Chrome Wire LG,cat_027,SKU-CHR-WIR-LG,398.85
prod_1234,Professional Tube Pack,cat_030,SKU-PRO-TUB,7.17
prod_1235,Ultra Seal M6,cat_017,SKU-ULT-SEA-M6,2.03
prod_1236,Chrome Cable HP-500 Unit,cat_164,SKU-CHR-CAB-HP500,35.26
prod_1237,Heavy-Duty Valve XL,cat_112,SKU-HEA-VAL-XL,1.8
prod_1238,Precision Relay B,cat_025,SKU-PRE-REL-B,4901.69
prod_1239,Titanium Seal LG Kit,cat_094,SKU-TIT-SEA-LG,336.42
prod_1240,Galvanized Plate A Unit,cat_141,SKU-GAL-PLA-A,26.34
prod_1241,Galvanized Ring HP-500 Assembly,cat_179,SKU-GAL-RIN-HP500,220.31
prod_1242,Digital Timer A Kit,cat_078,SKU-DIG-TIM-A,88.4
prod_1243,Heavy-Duty Gear M6,cat_081,SKU-HEA-GEA-M6,43.5
prod_1244,Stainless Hose XL Kit,cat_131,SKU-STA-HOS-XL,7.72
prod_1245,"Hydraulic Switch 3/8"" Kit",cat_017,SKU-HYD-SWI-38,353.95
prod_1246,"Galvanized Sensor 2"" Set",cat_121,SKU-GAL-SEN-2,286.42
prod_1247,Standard Ring 100mm Unit,cat_076,SKU-STA-RIN-100MM,1.8
prod_1248,Ultra Fuse M8 Kit,cat_123,SKU-ULT-FUS-M8,25.06
prod_1249,Chrome Pin B Assembly,cat_160,SKU-CHR-PIN-B,30.02
prod_1250,Hydraulic Washer M8 Module,cat_123,SKU-HYD-WAS-M8,251.02
prod_1251,"Compact Gauge 3/4"" Pack",cat_171,SKU-COM-GAU-34,143.42
prod_1252,Carbon Sensor XL,cat_169,SKU-CAR-SEN-XL,202.24
prod_1253,"Premium Filter 1/4"" Unit",cat_018,SKU-PRE-FIL-14,7.09
prod_1254,"Industrial Spring 2"" Pack",cat_133,SKU-IND-SPR-2,18.84
prod_1255,Pneumatic Ring LG Module,cat_164,SKU-PNE-RIN-LG,38.57
prod_1256,"Industrial Washer 1"" Kit",cat_163,SKU-IND-WAS-1,13.17
prod_1257,Analog Gauge XL Assembly,cat_179,SKU-ANA-GAU-XL,286.32
prod_1258,Economy Clamp M12,cat_063,SKU-ECO-CLA-M12,5.75
prod_1259,"Standard Relay 3/8"" Pack",cat_146,SKU-STA-REL-38,40.31
prod_1260,Chrome Fuse HP-100 Kit,cat_131,SKU-CHR-FUS-HP100,354.81
prod_1261,Pneumatic Valve B,cat_135,SKU-PNE-VAL-B,8.41
prod_1262,Standard Pin B Module,cat_080,SKU-STA-PIN-B,23.11
prod_1263,Industrial Clamp 100mm,cat_184,SKU-IND-CLA-100MM,19.31
prod_1264,"Economy Bearing 1/2"" System",cat_125,SKU-ECO-BEA-12,24.89
prod_1265,Compact Screw M20,cat_133,SKU-COM-SCR-M20,45.06
prod_1266,Galvanized Gear 50mm,cat_046,SKU-GAL-GEA-50MM,38.01
prod_1267,"Professional Plate 3/4"" Set",cat_070,SKU-PRO-PLA-34,189.31
prod_1268,"Hydraulic Wire 1"" Pack",cat_006,SKU-HYD-WIR-1,40.38
prod_1269,Economy Fuse 25mm Set,cat_089,SKU-ECO-FUS-25MM,45.28
prod_1270,Electric Meter M12,cat_030,SKU-ELE-MET-M12,27.72
prod_1271,Professional Bracket LG Assembly,cat_017,SKU-PRO-BRA-LG,8.16
prod_1272,Industrial Valve Assembly,cat_176,SKU-IND-VAL,269.78
prod_1273,Heavy-Duty Fuse 25mm,cat_146,SKU-HEA-FUS-25MM,16.57
prod_1274,Digital Ring SM,cat_095,SKU-DIG-RIN-SM,423.57
prod_1275,Analog Valve B Unit,cat_022,SKU-ANA-VAL-B,419
prod_1276,Digital Motor XL,cat_092,SKU-DIG-MOT-XL,308.11
prod_1277,Pneumatic Hose HP-500 System,cat_004,SKU-PNE-HOS-HP500,40.59
prod_1278,Carbon Bolt 50mm Set,cat_055,SKU-CAR-BOL-50MM,4012.32
prod_1279,Ultra Wire 10mm,cat_088,SKU-ULT-WIR-10MM,3047.34
prod_1280,Digital Timer D Set,cat_112,SKU-DIG-TIM-D,38.97
prod_1281,Electric Rod 25mm Set,cat_171,SKU-ELE-ROD-25MM,29.87
prod_1282,Heavy-Duty Seal M8,cat_144,SKU-HEA-SEA-M8,38.22
prod_1283,"Pneumatic Pin 1""",cat_127,SKU-PNE-PIN-1,36.04
prod_1284,Heavy-Duty Meter 100mm,cat_112,SKU-HEA-MET-100MM,46.37
prod_1285,Ceramic Valve HP-200 Kit,cat_033,SKU-CER-VAL-HP200,2892.76
prod_1286,"Titanium Bracket 1""",cat_032,SKU-TIT-BRA-1,329.89
prod_1287,Precision Cable M20,cat_067,SKU-PRE-CAB-M20,308.13
prod_1288,"Precision Spring 1/4""",cat_095,SKU-PRE-SPR-14,33.36
prod_1289,Electric Plate A Pack,cat_011,SKU-ELE-PLA-A,4.17
prod_1290,"Chrome Gauge 3/8""",cat_135,SKU-CHR-GAU-38,3.41
prod_1291,Galvanized Gauge D Unit,cat_195,SKU-GAL-GAU-D,406.76
prod_1292,Galvanized Clamp 25mm System,cat_078,SKU-GAL-CLA-25MM,3896.77
prod_1293,Compact Relay B Unit,cat_129,SKU-COM-REL-B,428.21
prod_1294,"Industrial Ring 1""",cat_121,SKU-IND-RIN-1,56.05
prod_1295,Heavy-Duty Washer M12 Unit,cat_072,SKU-HEA-WAS-M12,17.76
prod_1296,"Titanium Timer 3/4""",cat_184,SKU-TIT-TIM-34,499.92
prod_1297,"Professional Valve 3/8"" Assembly",cat_194,SKU-PRO-VAL-38,23.24
prod_1298,"Precision Wire 1""",cat_001,SKU-PRE-WIR-1,46.99
prod_1299,Stainless Switch LG Unit,cat_155,SKU-STA-SWI-LG,3.44
prod_1300,Digital Pin 25mm,cat_143,SKU-DIG-PIN-25MM,182.54
prod_1301,Compact Clamp 100mm,cat_077,SKU-IND-MOT-2,6.61
prod_1302,"Analog Relay 3/4""",cat_148,SKU-ANA-REL-34,4093.88
prod_1303,"Precision Filter 1/2""",cat_111,SKU-PRE-FIL-12,91.85
prod_1304,Standard Gauge 10mm,cat_104,SKU-STA-GAU-10MM,1.22
prod_1305,Pneumatic Motor HP-100 Set,cat_172,SKU-PNE-MOT-HP100,117.58
prod_1306,"Pneumatic Wire 3/4""",cat_026,SKU-PNE-WIR-34,31.33
prod_1307,Compact Fuse,cat_090,SKU-COM-FUS,35.32
prod_1308,Ceramic Timer A,cat_114,SKU-CER-TIM-A,16.03
prod_1309,Electric Pin D,cat_050,SKU-ELE-PIN-D,47.86
prod_1310,Analog Meter M20 Unit,cat_161,SKU-ANA-MET-M20,23.61
prod_1311,"Heavy-Duty Gear 2""",cat_138,SKU-HEA-GEA-2,26.19
prod_1312,"Economy Spring 3/4""",cat_097,SKU-ECO-SPR-34,263.82
prod_1313,Carbon Pin 25mm Module,cat_098,SKU-CAR-PIN-25MM,1814.6
prod_1314,Precision Wire M20,cat_018,SKU-PRE-WIR-M20,36
prod_1315,Pneumatic Filter 10mm Set,cat_009,SKU-PNE-FIL-10MM,394.74
prod_1316,Digital Fitting 50mm,cat_148,SKU-DIG-FIT-50MM,20.18
prod_1317,"Hydraulic Gear 1"" Pack",cat_047,SKU-HYD-GEA-1,274.91
prod_1318,Economy Seal HP-200 Module,cat_077,SKU-ECO-SEA-HP200,172.89
prod_1319,Chrome Nut B Assembly,cat_157,SKU-CHR-NUT-B,27.27
prod_1320,Carbon Seal XL,cat_101,SKU-CAR-SEA-XL,40.38
prod_1321,Heavy-Duty Sensor C Set,cat_124,SKU-HEA-SEN-C,12.05
prod_1322,Economy Gear 50mm System,cat_050,SKU-ECO-GEA-50MM,3615.68
prod_1323,Compact Plate M8 Unit,cat_110,SKU-COM-PLA-M8,48.98
prod_1324,"Pneumatic Spring 2"" Kit",cat_180,SKU-PNE-SPR-2,25.85
prod_1325,Premium Hose XL Pack,cat_135,SKU-PRE-HOS-XL,14.81
prod_1326,Carbon Bracket B Set,cat_017,SKU-CAR-BRA-B,14.8
prod_1327,Pneumatic Wire M8,cat_031,SKU-PNE-WIR-M8,355.32
prod_1328,Hydraulic Switch LG,cat_022,SKU-HYD-SWI-LG,292.21
prod_1329,Premium Fuse M10 Set,cat_063,SKU-PRE-FUS-M10,5.15
prod_1330,Pneumatic Rod 25mm,cat_103,SKU-PNE-ROD-25MM,23.69
prod_1331,Carbon Seal HP-100,cat_033,SKU-CAR-SEA-HP100,85.12
